39,28,4
39,31,1
39,36,3
39,44,5
39,48,1
40,2,4
40,5,3
40,7,5
40,8,2
40,9,2
40,15,5
40,16,5
40,17,2
40,19,2
40,23,5
40,25,4
40,30,4
40,34,2
40,47,4
41,5,4
41,12,2
41,22,5
41,25,5
41,27,1
41,29,4
41,34,2
41,42,4
41,47,5
42,0,4
42,9,2
42,44,4
42,48,5
43,0,2
43,2,5
43,6,4
43,17,5
43,19,5
43,20,2
43,23,4
43,34,1
43,38,1
43,45,4
43,47,5
44,10,1
44,11,1
44,13,4
44,15,5
44,22,3
44,23,3
44,27,4
44,39,3
44,40,3
44,41,4
44,43,4
44,44,5
44,48,2
45,9,5
45,14,5
45,16,2
45,23,5
45,30,1
45,35,4
45,36,1
45,40,2
45,42,4
45,45,5
45,47,3
46,0,2
46,7,4
46,13,2
46,18,3
46,19,4
46,21,2
46,24,2
46,28,4
46,39,5
46,41,5
46,48,3
47,3,4
47,9,1
47,14,2
47,22,2
47,25,5
47,28,5
47,29,5
47,33,3
47,34,5
47,36,1
47,38,5
47,41,4
47,47,3
48,1,5
48,4,5
48,14,4
48,19,4
48,25,5
48,26,1
48,33,2
48,47,3
49,1,4
49,2,5
49,12,4
49,13,2
49,15,4
49,16,1
49,17,1
49,29,2
49,30,3
49,45,5
49,49,3
50,3,4
50,17,5
50,33,5
50,39,3
51,1,2
51,5,1
51,13,2
51,14,5
51,19,4
51,30,5
51,36,2
51,37,5
51,43,2
51,47,2
52,9,3
52,13,2
52,20,4
52,31,1
52,32,1
52,35,3
52,36,3
52,39,2
52,40,1
52,41,4
52,43,5
52,44,5
52,46,2
52,47,2
52,49,2
53,4,2
53,5,5
53,7,3
53,8,3
53,27,3
53,31,2
53,38,1
53,39,2
53,40,1
53,43,2
53,44,2
53,45,4
53,46,5
54,9,5
54,10,4
54,11,2
54,13,5
54,20,1
54,22,1
54,25,1
54,26,5
54,35,1
54,37,1
54,42,3
54,44,4
54,45,5
54,47,5
55,4,4
55,6,5
55,11,4
55,12,2
55,13,5
55,23,3
55,34,1
55,48,5
56,0,4
56,5,1
56,10,5
56,19,2
56,22,3
56,25,4
56,27,4
56,32,3
56,36,1
56,46,2
57,3,1
57,8,1
57,14,3
57,16,5
57,18,3
57,22,2
57,24,4
57,43,5
58,7,3
58,43,2
58,47,2
59,0,3
59,10,2
59,12,4
59,14,1
59,19,4
59,24,3
59,26,1
59,28,2
59,29,4
59,30,1
59,33,1
59,38,4
59,40,2
59,41,4
59,44,4
60,3,5
60,12,2
60,26,1
60,32,3
60,33,5
60,35,5
60,38,3
60,44,4
60,47,2
61,2,1
61,5,2
61,12,2
61,16,1
61,24,2
61,26,4
61,37,4
61,39,5
62,3,4
62,6,4
62,8,3
62,9,1
62,30,4
62,34,2
62,37,3
62,40,3
62,41,1
62,44,1
63,4,3
63,8,1
63,13,5
63,17,5
63,27,4
63,35,5
64,1,2
64,3,5
64,8,4
64,13,1
64,36,5
65,3,3
65,5,2
65,12,2
65,17,5
65,21,1
65,28,2
65,46,2
66,0,3
66,10,1
66,11,4
66,20,4
66,22,5
66,30,2
66,36,2
66,43,1
66,46,5
66,49,1
67,2,3
67,3,1
67,8,3
67,15,4
67,19,4
67,21,1
67,24,2
67,30,1
67,32,4
67,35,5
67,40,1
68,2,4
68,4,1
68,21,4
68,24,3
68,33,2
68,35,1
68,42,2
68,46,3
68,47,5
69,10,3
69,13,1
69,18,2
69,21,5
69,24,5
69,29,2
69,30,2
69,35,4
69,37,2
69,39,4
69,48,3
70,2,3
70,4,2
70,30,2
70,31,2
70,32,1
70,33,5
71,2,4
71,10,3
71,11,5
71,13,4
71,20,2
71,22,2
71,26,1
71,30,4
71,32,1
71,33,4
71,36,4
71,43,3
71,46,1
72,6,4
72,13,5
72,14,3
72,22,4
72,23,2
72,27,5
72,28,5
72,30,5
72,32,2
72,35,2
72,36,1
72,41,4
73,5,4
73,7,1
73,8,4
73,13,1
73,18,1
73,21,3
73,28,3
73,29,3
73,35,3
73,41,1
73,46,4
74,0,5
74,2,3
74,6,5
74,7,5
74,9,2
74,13,5
74,14,5
74,16,4
74,20,1
74,30,2
74,32,1
74,34,5
74,36,4
74,49,3
75,4,1
75,6,5
75,15,3
75,22,2
75,25,4
75,30,1
75,34,5
75,42,1
75,47,1
76,1,4
76,5,4
76,10,2
76,11,1
76,13,4
76,18,2
76,23,1
76,30,3
76,34,4
76,44,3
76,45,1
76,49,3
77,5,2
77,6,5
77,8,1
77,12,2
77,16,1
77,23,4
77,25,3
77,26,3
77,32,1
77,34,2
77,35,3
77,40,2
77,41,5
77,43,4
77,45,1
77,48,5
77,49,2
78,1,4
78,3,5
78,17,2
78,18,2
78,27,1
78,31,2
78,40,3
78,43,3
79,5,3
79,11,3
79,13,2
79,19,1
79,20,5
79,22,1
79,34,4
79,35,3
79,37,5
79,40,2
79,42,4
79,44,5
79,46,2
79,49,1
80,3,4
80,11,3
80,16,4
80,21,3
80,24,4
80,32,5
80,33,2
80,36,2
80,37,3
80,39,5
80,40,3
80,42,3
80,43,3
81,9,2
81,19,3
81,20,5
81,24,3
81,28,4
81,37,5
82,7,5
82,18,1
82,20,5
82,32,4
82,35,1
82,37,1
82,41,4
82,43,3
82,45,3
83,5,2
83,9,2
83,23,4
83,24,4
83,35,3
83,40,1
83,41,2
83,48,2
84,2,1
84,4,2
84,6,5
84,10,4
84,13,3
84,24,3
84,26,4
84,28,2
84,30,5
84,39,2
84,44,3
84,45,2
84,46,4
84,47,5
85,2,2
85,4,3
85,13,4
85,23,4
85,43,4
85,44,5
86,3,3
86,5,2
86,6,3
87,5,2
87,9,1
87,20,5
87,38,4
87,39,2
87,40,1
87,42,3
87,43,4
87,44,2
87,48,2
88,5,1
88,9,3
88,10,1
88,11,4
88,13,5
88,29,1
88,30,4
88,31,2
88,32,4
88,36,1
88,39,2
89,3,5
89,22,1
89,26,4
89,27,3
89,28,5
89,31,1
89,32,3
89,38,1
89,45,3
90,1,4
90,2,5
90,6,4
90,7,2
90,15,1
90,19,3
90,23,2
90,33,4
90,34,5
90,39,2
90,40,4
90,47,4
90,48,3
91,1,1
91,3,5
91,6,5
91,7,1
91,8,5
91,14,2
91,17,5
91,27,4
91,33,4
91,35,1
91,39,1
91,42,4
91,44,3
92,4,3
92,7,5
92,12,1
92,17,5
92,18,1
92,19,1
92,20,4
92,21,3
92,23,4
92,25,4
92,31,2
92,34,4
92,35,3
92,39,2
92,40,2
92,41,1
92,42,4
92,47,1
92,49,5
93,3,4
93,8,4
93,17,4
93,20,2
93,23,2
93,25,3
93,45,1
93,49,4
94,3,5
94,6,4
94,8,3
94,9,1
94,27,4
94,32,1
94,33,3
94,42,4
94,45,4
95,4,2
95,6,5
95,10,2
95,22,5
95,24,5
95,33,5
95,35,1
95,39,1
95,42,5
95,43,1
95,48,2
95,49,4
96,0,4
96,15,1
96,20,5
96,22,4
96,26,4
96,28,3
96,36,5
96,42,5
96,43,1
97,15,5
97,20,2
97,23,2
97,25,2
97,31,5
97,40,1
97,44,3
97,47,2
98,3,4
98,4,5
98,5,4
98,7,5
98,11,2
98,13,5
98,17,1
98,23,4
98,24,1
98,29,3
98,34,1
98,45,2
98,47,2
99,4,5
99,5,4
99,12,4
99,18,5
99,31,1
99,34,5
99,35,4
99,40,4
